created_at,amount_usd,currency,payment_instrument_type,card_brand,issuing_country,authorized
02-26-2021 09:35:51,147695,USD,PAYMENTCARD,MASTERCARD,US,1
05-26-2021 01:42:02,58759,EUR,PAYPAL,VISA,GB,1
01-26-2021 06:26:51,265357,EUR,PAYPAL,VISA,US,1
05-23-2021 16:34:10,81513,EUR,PAYMENTCARD,MASTERCARD,GB,1
02-23-2021 17:53:35,130579,EUR,PAYPAL,MASTERCARD,US,0
03-09-2021 01:41:07,219054,SEK,KLARNA,VISA,GB,1
04-27-2021 11:05:19,117492,GBP,KLARNA,MASTERCARD,GB,0
01-05-2021 12:26:48,290962,USD,PAYMENTCARD,MASTERCARD,GB,1
02-09-2021 09:03:52,273776,EUR,PAYMENTCARD,MASTERCARD,GB,1
02-24-2021 17:26:53,201461,GBP,PAYMENTCARD,VISA,GB,1
04-26-2021 21:33:04,83085,EUR,PAYMENTCARD,MASTERCARD,US,1
05-02-2021 19:54:28,135507,GBP,PAYMENTCARD,VISA,IE,1
01-30-2021 15:01:50,295152,USD,PAYMENTCARD,VISA,GB,1
02-20-2021 06:01:37,189428,AUD,KLARNA,VISA,GB,1
04-03-2021 22:53:47,74876,CAD,PAYMENTCARD,MASTERCARD,GB,0
03-08-2021 03:27:39,375123,GBP,PAYMENTCARD,VISA,GB,1
05-21-2021 03:14:06,194194,GBP,PAYPAL,VISA,GB,1
01-13-2021 14:49:07,318673,USD,APPLEPAY,VISA,GB,1
03-31-2021 04:46:47,366734,GBP,PAYMENTCARD,MASTERCARD,GB,0
04-17-2021 21:43:02,219648,EUR,PAYMENTCARD,VISA,GB,1
01-04-2021 04:00:19,134265,GBP,APPLEPAY,MASTERCARD,GB,1
03-04-2021 16:34:57,166006,GBP,PAYMENTCARD,VISA,US,1
05-29-2021 17:56:42,377792,GBP,PAYMENTCARD,VISA,GB,1
04-11-2021 02:20:20,125578,USD,PAYMENTCARD,VISA,US,0
03-13-2021 07:19:31,348914,USD,PAYMENTCARD,VISA,GB,1
05-29-2021 13:09:03,244514,USD,PAYMENTCARD,MASTERCARD,IE,0
01-21-2021 09:43:33,356694,CAD,PAYMENTCARD,MASTERCARD,GB,1
01-28-2021 23:27:12,315778,CAD,PAYMENTCARD,VISA,GB,1
03-03-2021 00:23:35,341936,GBP,PAYMENTCARD,MASTERCARD,GB,1
02-19-2021 09:20:32,137781,SEK,PAYPAL,AMEX,GB,1
05-07-2021 23:35:15,14357,CAD,PAYMENTCARD,MASTERCARD,GB,1
05-20-2021 12:04:37,182181,EUR,APPLEPAY,MASTERCARD,GB,1
04-02-2021 18:31:20,264375,AUD,PAYMENTCARD,VISA,GB,1
02-09-2021 02:34:24,205344,USD,PAYMENTCARD,VISA,GB,1
05-18-2021 09:34:27,105517,USD,APPLEPAY,VISA,GB,0
01-17-2021 07:56:13,346424,EUR,PAYMENTCARD,VISA,GB,1
04-22-2021 08:16:40,219227,AUD,PAYMENTCARD,VISA,GB,1
02-11-2021 09:41:28,104106,CAD,PAYPAL,MASTERCARD,GB,1
01-06-2021 07:06:14,13548,GBP,PAYMENTCARD,MASTERCARD,GB,1
01-08-2021 12:53:38,119639,USD,PAYMENTCARD,VISA,GB,1
05-29-2021 06:44:50,314030,USD,PAYPAL,VISA,US,1
03-02-2021 20:15:58,216376,GBP,KLARNA,VISA,GB,1
03-11-2021 15:44:35,100536,USD,PAYMENTCARD,VISA,GB,1
01-28-2021 06:50:23,356997,AUD,PAYMENTCARD,VISA,GB,1
05-12-2021 12:22:03,245834,SEK,PAYMENTCARD,VISA,IE,1
01-03-2021 14:41:09,166640,USD,PAYPAL,VISA,US,1
05-26-2021 05:20:22,170263,GBP,PAYMENTCARD,VISA,US,1
01-29-2021 11:16:49,176559,GBP,PAYMENTCARD,VISA,GB,1
03-14-2021 22:10:37,166092,CAD,PAYMENTCARD,VISA,US,1
01-18-2021 11:06:27,29157,GBP,PAYMENTCARD,MASTERCARD,GB,1
01-09-2021 16:13:37,28991,GBP,PAYMENTCARD,MASTERCARD,GB,1
04-11-2021 01:27:16,256076,USD,PAYMENTCARD,VISA,US,1
05-01-2021 09:34:57,207579,GBP,PAYMENTCARD,VISA,GB,1
03-06-2021 20:14:47,320491,GBP,PAYMENTCARD,MASTERCARD,GB,1
03-31-2021 15:10:22,368117,USD,APPLEPAY,VISA,GB,1
04-23-2021 17:19:33,230100,USD,PAYMENTCARD,VISA,GB,1
03-18-2021 04:36:20,334469,EUR,PAYMENTCARD,MASTERCARD,US,1
01-19-2021 11:55:49,279421,GBP,PAYMENTCARD,VISA,GB,1
02-02-2021 00:52:12,162855,USD,PAYPAL,AMEX,IE,0
02-24-2021 20:57:27,73637,GBP,PAYMENTCARD,MASTERCARD,US,1
05-06-2021 13:17:25,305284,GBP,PAYMENTCARD,MASTERCARD,GB,1
05-29-2021 17:09:56,137157,GBP,PAYMENTCARD,VISA,GB,1
04-15-2021 05:43:21,188763,EUR,PAYMENTCARD,VISA,IE,1
02-27-2021 12:30:26,166583,USD,PAYMENTCARD,VISA,US,1
05-20-2021 08:34:54,142700,USD,PAYMENTCARD,VISA,GB,1
04-30-2021 20:09:02,270118,GBP,PAYPAL,VISA,US,1
04-19-2021 21:16:23,8843,GBP,APPLEPAY,VISA,IE,0
04-01-2021 09:31:47,99987,USD,PAYMENTCARD,VISA,US,1
05-27-2021 19:38:55,231993,USD,PAYMENTCARD,AMEX,GB,1
04-29-2021 03:43:18,113999,SEK,PAYMENTCARD,VISA,IE,1
03-04-2021 01:22:34,312487,EUR,PAYMENTCARD,VISA,US,0
03-29-2021 00:11:33,365032,GBP,PAYMENTCARD,AMEX,GB,1
04-17-2021 18:23:01,118483,USD,PAYMENTCARD,VISA,US,0
03-17-2021 10:04:18,84830,SEK,PAYMENTCARD,VISA,GB,1
04-25-2021 01:53:10,115518,EUR,PAYPAL,VISA,GB,1
03-22-2021 09:10:46,305095,SEK,PAYPAL,VISA,IE,1
01-06-2021 14:15:49,74407,USD,PAYMENTCARD,AMEX,GB,1
04-28-2021 07:20:13,49145,GBP,PAYMENTCARD,VISA,GB,1
02-23-2021 21:07:04,367439,SEK,PAYMENTCARD,VISA,GB,1
01-09-2021 02:08:43,265019,GBP,PAYMENTCARD,VISA,US,1
01-09-2021 02:55:31,289701,GBP,PAYMENTCARD,AMEX,GB,1
05-07-2021 21:36:42,144577,USD,APPLEPAY,MASTERCARD,GB,1
01-21-2021 01:45:39,180486,AUD,PAYMENTCARD,VISA,US,1
04-25-2021 07:46:18,320425,GBP,PAYMENTCARD,VISA,GB,1
04-27-2021 08:13:30,231890,EUR,PAYPAL,VISA,GB,1
02-14-2021 03:51:56,75141,EUR,PAYPAL,MASTERCARD,GB,1
03-01-2021 19:13:49,239945,EUR,PAYMENTCARD,VISA,GB,0
05-27-2021 16:49:16,10625,USD,PAYMENTCARD,VISA,US,1
02-05-2021 14:45:55,218095,AUD,PAYPAL,VISA,US,1
04-07-2021 11:18:06,297934,USD,PAYMENTCARD,AMEX,GB,1
04-16-2021 06:54:25,114185,GBP,PAYPAL,VISA,GB,1
05-02-2021 01:51:02,8614,GBP,PAYMENTCARD,MASTERCARD,US,1
05-27-2021 22:48:37,173856,EUR,PAYMENTCARD,VISA,GB,0
02-03-2021 10:27:23,302599,USD,PAYMENTCARD,VISA,US,1
03-31-2021 18:52:40,108837,GBP,PAYMENTCARD,MASTERCARD,GB,1
05-28-2021 18:57:42,175141,GBP,PAYPAL,VISA,GB,1
01-27-2021 22:28:39,270905,EUR,PAYPAL,MASTERCARD,GB,1
01-19-2021 17:32:26,192416,EUR,GOCARDLESS,VISA,US,1
01-05-2021 23:34:37,335243,AUD,PAYMENTCARD,AMEX,GB,0
03-10-2021 21:32:26,233740,USD,PAYMENTCARD,VISA,GB,1
01-11-2021 13:24:38,276321,USD,PAYMENTCARD,VISA,GB,1
04-24-2021 22:35:24,154229,EUR,KLARNA,MASTERCARD,GB,1
01-29-2021 17:02:18,201204,USD,PAYMENTCARD,AMEX,US,1
01-09-2021 00:34:56,46254,GBP,PAYMENTCARD,MASTERCARD,US,0
05-26-2021 12:51:45,294206,GBP,PAYMENTCARD,MASTERCARD,GB,0
01-11-2021 06:20:36,310426,EUR,PAYMENTCARD,VISA,US,0
05-09-2021 14:29:09,376981,USD,PAYPAL,MASTERCARD,US,1
03-05-2021 12:14:27,229171,EUR,PAYMENTCARD,MASTERCARD,GB,1
01-27-2021 06:38:14,257173,EUR,PAYMENTCARD,MASTERCARD,GB,1
01-08-2021 10:34:02,228457,CAD,PAYMENTCARD,VISA,GB,1
03-19-2021 13:24:16,214583,GBP,PAYMENTCARD,VISA,GB,1
02-13-2021 23:29:57,294649,EUR,PAYMENTCARD,AMEX,US,0
03-07-2021 18:18:48,298041,GBP,PAYPAL,VISA,GB,1
01-28-2021 06:10:42,75893,GBP,PAYMENTCARD,VISA,GB,1
05-05-2021 08:14:05,377945,GBP,PAYPAL,VISA,IE,1
02-12-2021 18:59:50,86722,USD,PAYPAL,MASTERCARD,GB,1
05-02-2021 22:55:55,270172,EUR,APPLEPAY,MASTERCARD,US,1
05-07-2021 07:34:47,262786,USD,APPLEPAY,VISA,IE,1
05-04-2021 19:46:10,289886,CAD,PAYMENTCARD,VISA,GB,1
04-18-2021 02:05:13,244407,EUR,PAYMENTCARD,MASTERCARD,GB,1
04-21-2021 04:13:56,110953,EUR,APPLEPAY,MASTERCARD,GB,1
05-21-2021 21:09:08,3234,GBP,PAYMENTCARD,MASTERCARD,US,1
01-14-2021 14:35:41,111258,USD,PAYMENTCARD,VISA,GB,1
05-31-2021 18:56:02,188690,GBP,APPLEPAY,VISA,GB,1
04-21-2021 14:00:14,315861,GBP,PAYMENTCARD,VISA,US,1
03-28-2021 08:22:55,288917,GBP,PAYMENTCARD,MASTERCARD,GB,1
05-23-2021 22:02:03,195359,GBP,PAYMENTCARD,MASTERCARD,GB,1
01-06-2021 03:27:19,64965,EUR,PAYMENTCARD,AMEX,GB,1
02-19-2021 16:48:30,187995,EUR,PAYMENTCARD,MASTERCARD,US,0
01-19-2021 19:10:26,208142,USD,PAYPAL,MASTERCARD,GB,1
01-12-2021 11:28:39,68414,USD,PAYMENTCARD,VISA,GB,1
05-03-2021 01:45:54,158420,USD,PAYPAL,VISA,GB,0
02-23-2021 14:49:48,168240,GBP,PAYMENTCARD,MASTERCARD,GB,1
03-19-2021 18:22:16,94831,USD,PAYMENTCARD,MASTERCARD,GB,1
02-28-2021 22:39:01,271816,EUR,PAYMENTCARD,VISA,US,1
05-29-2021 21:26:03,289939,USD,GOCARDLESS,MASTERCARD,US,1
03-19-2021 04:12:27,100898,GBP,APPLEPAY,MASTERCARD,US,1
04-11-2021 21:57:16,359096,GBP,PAYMENTCARD,VISA,GB,1
05-16-2021 15:19:07,28106,EUR,PAYMENTCARD,MASTERCARD,GB,1
05-17-2021 20:00:40,223145,GBP,APPLEPAY,MASTERCARD,GB,1
05-20-2021 16:22:04,104292,EUR,PAYMENTCARD,MASTERCARD,GB,1
03-29-2021 06:41:05,338170,EUR,PAYMENTCARD,AMEX,GB,1
04-08-2021 18:12:43,348160,EUR,PAYMENTCARD,VISA,GB,1
04-27-2021 12:00:33,41361,GBP,PAYMENTCARD,VISA,US,1
01-30-2021 00:00:55,298206,AUD,GOCARDLESS,VISA,IE,0
04-01-2021 04:39:46,299441,EUR,PAYPAL,VISA,GB,1
02-06-2021 07:31:53,179471,USD,PAYMENTCARD,MASTERCARD,GB,1
03-25-2021 18:39:09,213738,GBP,PAYPAL,VISA,IE,1
02-17-2021 03:20:43,94756,AUD,PAYMENTCARD,VISA,US,1
02-12-2021 12:02:42,291539,EUR,PAYMENTCARD,VISA,GB,1
02-08-2021 18:20:58,321958,EUR,PAYMENTCARD,MASTERCARD,US,1
01-20-2021 17:02:54,160461,GBP,KLARNA,VISA,US,1
03-18-2021 22:47:16,179784,EUR,PAYPAL,MASTERCARD,US,0
05-20-2021 18:42:25,198013,USD,PAYMENTCARD,VISA,GB,0
02-21-2021 21:42:18,227278,AUD,PAYMENTCARD,VISA,GB,1
03-18-2021 21:38:39,43847,GBP,APPLEPAY,MASTERCARD,GB,1
02-01-2021 00:46:12,270025,EUR,PAYMENTCARD,MASTERCARD,GB,1
03-01-2021 23:22:47,295196,USD,PAYMENTCARD,MASTERCARD,GB,1
01-08-2021 02:45:32,362123,USD,APPLEPAY,VISA,US,1
04-18-2021 23:54:30,127904,EUR,APPLEPAY,VISA,IE,1
01-30-2021 15:41:42,297421,USD,PAYMENTCARD,VISA,US,1
01-20-2021 17:47:54,146779,GBP,PAYMENTCARD,AMEX,US,1
01-04-2021 22:31:33,356723,GBP,PAYMENTCARD,VISA,GB,1
01-28-2021 11:50:46,368742,USD,PAYMENTCARD,MASTERCARD,IE,1
05-03-2021 08:23:41,26681,USD,PAYMENTCARD,VISA,US,1
03-27-2021 07:28:29,361502,EUR,PAYMENTCARD,VISA,GB,1
01-23-2021 00:35:00,39365,GBP,PAYMENTCARD,MASTERCARD,GB,1
04-13-2021 02:06:16,172285,USD,PAYMENTCARD,VISA,US,0
03-04-2021 02:37:03,267389,GBP,PAYMENTCARD,VISA,GB,0
02-05-2021 14:43:50,338574,GBP,PAYPAL,VISA,US,1
03-29-2021 18:45:48,115770,USD,PAYMENTCARD,VISA,US,0
05-27-2021 00:50:59,314385,USD,PAYMENTCARD,VISA,US,1
05-06-2021 18:50:42,362819,GBP,KLARNA,VISA,GB,1
03-10-2021 10:14:30,20725,GBP,PAYMENTCARD,MASTERCARD,US,1
02-18-2021 17:46:37,372965,USD,APPLEPAY,MASTERCARD,GB,1
04-30-2021 10:01:09,263217,GBP,PAYMENTCARD,AMEX,GB,0
04-06-2021 02:17:33,159430,USD,PAYMENTCARD,VISA,GB,1
05-30-2021 10:05:20,50968,GBP,PAYMENTCARD,MASTERCARD,US,0
01-05-2021 00:50:16,224880,USD,PAYPAL,VISA,GB,0
03-01-2021 14:03:43,53883,GBP,PAYPAL,MASTERCARD,GB,1
03-09-2021 21:25:33,83249,EUR,KLARNA,MASTERCARD,GB,1
01-31-2021 03:34:53,382308,CAD,PAYMENTCARD,VISA,GB,1
03-06-2021 03:30:18,301190,GBP,PAYMENTCARD,VISA,US,0
04-02-2021 21:01:04,250151,GBP,PAYMENTCARD,MASTERCARD,GB,1
05-16-2021 03:14:21,298432,GBP,PAYPAL,VISA,GB,1
05-12-2021 03:38:38,286054,USD,PAYMENTCARD,MASTERCARD,IE,1
02-10-2021 12:02:18,294636,SEK,PAYMENTCARD,VISA,GB,1
01-29-2021 02:32:33,104587,GBP,PAYMENTCARD,MASTERCARD,GB,1
05-08-2021 08:11:44,191286,USD,PAYMENTCARD,AMEX,GB,1
04-19-2021 11:57:17,234424,USD,PAYPAL,MASTERCARD,GB,1
05-06-2021 13:41:19,58312,GBP,PAYMENTCARD,AMEX,GB,1
01-27-2021 23:04:37,327758,USD,APPLEPAY,MASTERCARD,GB,1
03-05-2021 01:29:27,354683,EUR,PAYMENTCARD,MASTERCARD,IE,1
04-22-2021 07:49:08,69971,GBP,PAYMENTCARD,AMEX,GB,1
04-17-2021 02:33:26,95123,GBP,KLARNA,VISA,US,0
03-21-2021 12:40:49,136277,USD,PAYPAL,VISA,GB,1
04-07-2021 00:42:14,225036,GBP,PAYMENTCARD,VISA,GB,0
04-01-2021 04:39:48,34810,USD,PAYPAL,VISA,US,1
02-14-2021 11:56:47,15556,GBP,PAYPAL,VISA,GB,1
05-31-2021 19:53:40,173820,GBP,PAYPAL,AMEX,GB,1
05-24-2021 10:19:21,357734,EUR,KLARNA,MASTERCARD,GB,1
03-27-2021 21:36:25,379710,AUD,PAYMENTCARD,VISA,US,0
01-01-2021 17:49:38,133339,EUR,PAYMENTCARD,MASTERCARD,GB,1
04-16-2021 09:12:47,230145,GBP,PAYMENTCARD,VISA,US,0
05-19-2021 08:38:13,236950,EUR,KLARNA,VISA,IE,1
01-16-2021 16:36:18,205947,GBP,PAYMENTCARD,VISA,GB,1
05-11-2021 10:46:58,232892,SEK,PAYMENTCARD,MASTERCARD,GB,1
02-26-2021 19:28:50,244732,USD,PAYMENTCARD,MASTERCARD,US,1
04-07-2021 00:12:47,233192,USD,PAYMENTCARD,AMEX,GB,0
05-11-2021 09:51:00,353314,USD,PAYMENTCARD,MASTERCARD,US,1
02-17-2021 06:40:29,195892,GBP,PAYMENTCARD,AMEX,US,1
03-07-2021 15:31:50,150665,USD,PAYMENTCARD,VISA,US,1
05-28-2021 11:16:29,54168,EUR,PAYMENTCARD,VISA,GB,1
04-04-2021 12:58:48,318472,CAD,PAYMENTCARD,MASTERCARD,GB,1
02-26-2021 17:50:59,11805,USD,APPLEPAY,VISA,GB,1
05-07-2021 03:07:33,342615,AUD,PAYMENTCARD,VISA,GB,0
05-11-2021 23:05:42,309116,GBP,APPLEPAY,MASTERCARD,GB,1
05-30-2021 14:05:03,344020,USD,PAYMENTCARD,VISA,GB,1
05-27-2021 22:39:15,175354,USD,PAYMENTCARD,VISA,GB,1
03-11-2021 15:46:34,295303,EUR,PAYMENTCARD,VISA,AU,1
03-18-2021 08:13:19,35283,GBP,PAYMENTCARD,AMEX,US,1
05-26-2021 18:38:55,237529,CAD,PAYPAL,VISA,IE,0
05-30-2021 06:57:13,264662,AUD,PAYPAL,VISA,US,0
05-16-2021 02:33:55,45718,USD,APPLEPAY,VISA,GB,1
04-19-2021 11:35:31,323855,EUR,PAYMENTCARD,MASTERCARD,US,1
03-12-2021 18:27:38,61965,USD,PAYMENTCARD,MASTERCARD,GB,1
01-17-2021 10:16:47,13412,EUR,PAYPAL,MASTERCARD,GB,1
04-15-2021 13:50:34,49732,EUR,PAYMENTCARD,MASTERCARD,GB,1
05-21-2021 19:06:56,108897,USD,APPLEPAY,VISA,US,0
04-06-2021 04:22:58,295854,SEK,PAYMENTCARD,VISA,GB,0
03-04-2021 23:52:42,236058,EUR,PAYPAL,MASTERCARD,US,1
05-14-2021 17:07:52,99274,EUR,PAYMENTCARD,VISA,GB,1
02-18-2021 06:49:02,212032,EUR,PAYMENTCARD,MASTERCARD,GB,1
02-28-2021 22:34:06,61468,GBP,PAYMENTCARD,VISA,US,1
03-25-2021 23:20:20,57786,GBP,PAYPAL,MASTERCARD,IE,1
02-24-2021 04:16:02,218983,EUR,PAYMENTCARD,MASTERCARD,US,0
02-11-2021 10:35:24,280050,USD,PAYPAL,VISA,GB,1
04-10-2021 15:54:26,60655,EUR,PAYMENTCARD,VISA,US,1
03-20-2021 02:05:17,120332,EUR,PAYMENTCARD,VISA,GB,1
05-09-2021 12:09:43,343931,GBP,PAYMENTCARD,VISA,GB,1
04-14-2021 07:49:44,375962,EUR,PAYPAL,MASTERCARD,GB,1
05-30-2021 09:22:58,163064,AUD,GOCARDLESS,VISA,GB,1
02-17-2021 02:54:32,111750,USD,PAYMENTCARD,MASTERCARD,GB,1
02-18-2021 01:18:59,112883,EUR,PAYMENTCARD,VISA,GB,1
02-06-2021 08:30:35,172273,GBP,PAYMENTCARD,MASTERCARD,GB,0
01-25-2021 14:31:09,374292,USD,PAYMENTCARD,MASTERCARD,US,0
05-28-2021 15:19:20,74984,AUD,PAYMENTCARD,VISA,US,1
02-18-2021 07:59:39,335101,AUD,PAYMENTCARD,VISA,GB,1
05-17-2021 05:27:45,347691,USD,APPLEPAY,VISA,US,1
04-23-2021 06:28:08,132193,AUD,PAYMENTCARD,VISA,GB,1
03-10-2021 07:19:46,340539,EUR,PAYPAL,VISA,US,1
02-26-2021 15:12:39,159366,USD,PAYPAL,MASTERCARD,GB,0
03-24-2021 19:12:48,314394,GBP,PAYPAL,VISA,IE,1
05-30-2021 19:53:07,143753,AUD,GOCARDLESS,MASTERCARD,US,1
03-07-2021 17:10:31,174695,EUR,PAYMENTCARD,VISA,US,1
05-09-2021 22:32:13,190478,USD,PAYMENTCARD,VISA,GB,1
05-30-2021 00:19:48,383599,USD,PAYMENTCARD,VISA,US,1
01-14-2021 21:01:55,364547,EUR,PAYPAL,VISA,GB,1
05-18-2021 15:46:24,104052,EUR,PAYPAL,AMEX,US,0
02-17-2021 06:03:13,164256,USD,PAYMENTCARD,AMEX,GB,1
01-05-2021 18:45:39,224761,USD,PAYPAL,MASTERCARD,US,1
02-14-2021 06:33:22,262320,USD,PAYMENTCARD,VISA,US,1
02-02-2021 11:14:46,33043,EUR,PAYMENTCARD,VISA,US,1
02-08-2021 04:41:22,208698,EUR,APPLEPAY,AMEX,GB,0
02-06-2021 10:20:28,311019,CAD,PAYMENTCARD,VISA,US,1
05-21-2021 10:05:11,226141,GBP,PAYMENTCARD,VISA,GB,0
01-27-2021 08:44:50,310816,GBP,PAYMENTCARD,AMEX,US,0
04-07-2021 10:09:04,53611,USD,PAYMENTCARD,VISA,GB,1
01-15-2021 16:49:22,80873,EUR,PAYPAL,MASTERCARD,GB,1
02-13-2021 20:22:41,178676,GBP,PAYPAL,MASTERCARD,GB,1
03-07-2021 14:37:47,275125,EUR,PAYPAL,VISA,GB,1
02-11-2021 01:02:15,369919,USD,PAYMENTCARD,VISA,GB,1
01-26-2021 11:26:44,328782,AUD,PAYPAL,MASTERCARD,IE,1
01-14-2021 04:50:18,294453,USD,PAYMENTCARD,VISA,GB,1
04-27-2021 15:15:44,173431,EUR,PAYPAL,MASTERCARD,GB,1
05-01-2021 21:17:31,317199,USD,PAYMENTCARD,AMEX,US,1
01-05-2021 02:32:39,48177,AUD,PAYMENTCARD,MASTERCARD,GB,1
04-15-2021 16:46:35,228192,USD,PAYMENTCARD,VISA,US,1
02-26-2021 19:29:48,114325,GBP,PAYMENTCARD,VISA,GB,1
01-10-2021 07:28:32,47623,EUR,PAYMENTCARD,VISA,US,1
01-04-2021 10:58:47,285129,AUD,PAYPAL,VISA,GB,1
01-29-2021 13:49:15,373006,EUR,PAYMENTCARD,VISA,US,1
01-09-2021 12:05:26,331635,GBP,KLARNA,AMEX,US,1
04-05-2021 04:48:31,27220,EUR,PAYMENTCARD,VISA,US,1
05-22-2021 09:20:49,262551,GBP,PAYPAL,AMEX,US,1
01-26-2021 10:32:31,111861,EUR,PAYMENTCARD,AMEX,US,1
02-17-2021 23:38:57,16434,GBP,PAYMENTCARD,MASTERCARD,US,1
01-09-2021 05:55:21,97676,EUR,PAYMENTCARD,VISA,GB,1
04-07-2021 20:16:21,244042,GBP,PAYMENTCARD,VISA,GB,0
02-20-2021 17:51:41,346085,GBP,PAYMENTCARD,VISA,US,1
04-23-2021 13:05:06,344189,USD,PAYMENTCARD,VISA,US,1
04-19-2021 16:19:59,77654,CAD,PAYPAL,VISA,GB,1
04-02-2021 15:05:52,213998,GBP,PAYPAL,VISA,US,1
04-10-2021 13:37:11,333108,SEK,PAYMENTCARD,VISA,GB,1
01-19-2021 20:10:32,128498,USD,KLARNA,AMEX,US,0
04-02-2021 00:34:02,71383,USD,PAYMENTCARD,VISA,US,1
04-10-2021 10:31:44,77687,EUR,PAYMENTCARD,VISA,GB,1
01-09-2021 10:13:10,214277,EUR,KLARNA,VISA,US,1
02-27-2021 07:14:01,40004,USD,PAYPAL,MASTERCARD,US,1
02-10-2021 13:36:04,147341,EUR,PAYPAL,MASTERCARD,GB,1
04-01-2021 00:22:43,110524,GBP,PAYPAL,MASTERCARD,GB,1
01-12-2021 09:37:11,152900,GBP,PAYMENTCARD,AMEX,GB,1
04-21-2021 21:24:57,279800,GBP,PAYMENTCARD,VISA,IE,0
03-03-2021 20:44:34,317584,AUD,PAYPAL,MASTERCARD,GB,1
02-10-2021 22:33:13,346482,EUR,PAYMENTCARD,VISA,US,0
01-27-2021 11:55:03,192940,AUD,PAYMENTCARD,VISA,US,1
02-03-2021 01:03:45,70790,USD,PAYMENTCARD,AMEX,US,1
02-25-2021 10:34:53,110366,CAD,GOCARDLESS,MASTERCARD,GB,1
02-18-2021 23:34:59,214186,SEK,PAYPAL,VISA,GB,1
02-17-2021 23:09:49,103534,GBP,APPLEPAY,MASTERCARD,GB,1
03-09-2021 17:19:48,361959,GBP,PAYPAL,VISA,US,1
04-19-2021 05:09:54,135944,USD,PAYMENTCARD,VISA,US,1
01-05-2021 14:43:08,268143,AUD,PAYMENTCARD,MASTERCARD,GB,1
05-09-2021 21:09:24,62626,USD,PAYMENTCARD,VISA,US,1
01-14-2021 16:40:02,14476,CAD,PAYMENTCARD,MASTERCARD,GB,1
04-25-2021 13:56:26,143176,SEK,PAYMENTCARD,VISA,GB,1
02-20-2021 02:11:27,283542,GBP,PAYMENTCARD,MASTERCARD,US,1
03-31-2021 20:39:10,279836,EUR,PAYMENTCARD,AMEX,GB,0
01-15-2021 04:59:11,44351,USD,PAYMENTCARD,VISA,GB,1
01-17-2021 07:17:40,232894,GBP,APPLEPAY,VISA,US,1
04-22-2021 22:16:32,178972,AUD,PAYMENTCARD,MASTERCARD,GB,1
04-22-2021 04:51:19,27832,GBP,PAYMENTCARD,VISA,US,1
04-12-2021 10:12:57,22306,GBP,PAYPAL,VISA,US,1
02-05-2021 04:04:52,169775,USD,APPLEPAY,AMEX,US,1
03-23-2021 03:59:56,26386,AUD,PAYMENTCARD,VISA,GB,1
01-09-2021 19:56:30,103045,GBP,PAYMENTCARD,MASTERCARD,US,0
05-25-2021 02:59:09,162371,USD,APPLEPAY,AMEX,US,1
03-20-2021 03:35:39,146324,USD,PAYMENTCARD,MASTERCARD,US,1
01-14-2021 23:03:49,50431,CAD,PAYMENTCARD,VISA,GB,1
05-09-2021 04:07:57,187805,USD,PAYMENTCARD,VISA,GB,1
03-18-2021 06:42:52,153224,AUD,PAYMENTCARD,VISA,GB,1
03-26-2021 06:35:50,128035,AUD,PAYPAL,MASTERCARD,IE,1
01-14-2021 05:19:07,191219,EUR,PAYMENTCARD,VISA,GB,1
01-06-2021 17:50:53,53889,USD,PAYMENTCARD,VISA,GB,1
01-05-2021 04:08:49,27353,USD,PAYPAL,VISA,GB,0
04-09-2021 22:16:12,120105,EUR,PAYMENTCARD,VISA,US,0
03-08-2021 16:47:16,39561,EUR,PAYMENTCARD,VISA,GB,1
02-27-2021 04:24:23,221609,USD,PAYMENTCARD,MASTERCARD,US,0
04-30-2021 06:01:58,44374,EUR,PAYPAL,VISA,GB,1
05-19-2021 06:13:38,227166,SEK,PAYPAL,VISA,US,1
04-04-2021 21:22:49,327576,EUR,APPLEPAY,VISA,US,0
01-09-2021 22:49:55,299928,GBP,PAYMENTCARD,VISA,US,1
05-01-2021 06:43:56,264140,EUR,PAYPAL,VISA,US,1
04-18-2021 08:46:47,147507,EUR,PAYPAL,MASTERCARD,GB,1
01-02-2021 10:48:49,240057,GBP,APPLEPAY,VISA,US,1
01-20-2021 11:36:41,14764,EUR,PAYMENTCARD,VISA,IE,1
03-17-2021 13:02:46,293060,USD,APPLEPAY,VISA,US,1
03-16-2021 06:29:00,238852,AUD,PAYMENTCARD,VISA,US,1
04-25-2021 14:53:19,364796,USD,PAYMENTCARD,VISA,GB,1
05-20-2021 12:45:29,205030,GBP,PAYMENTCARD,MASTERCARD,GB,1
05-27-2021 10:48:43,99950,CAD,PAYPAL,MASTERCARD,GB,1
01-08-2021 04:51:21,227738,GBP,PAYMENTCARD,VISA,US,1
03-24-2021 07:08:25,122240,EUR,PAYMENTCARD,VISA,GB,0
04-07-2021 04:25:22,71759,GBP,PAYPAL,VISA,GB,1
03-03-2021 22:41:31,184817,USD,PAYMENTCARD,VISA,GB,0
05-31-2021 11:23:53,241246,USD,KLARNA,VISA,GB,1
04-23-2021 11:07:31,192109,EUR,PAYMENTCARD,AMEX,US,1
04-06-2021 04:06:54,334301,GBP,PAYMENTCARD,MASTERCARD,US,1
04-14-2021 10:11:09,118625,GBP,APPLEPAY,MASTERCARD,GB,1
